ner,sample,component,label
( including CMS ),( such as Risk Management Plans ),-1,0
"AES Alamitos, LLC","TDA Trading, Inc.",-1,0
Performance Video,CooperVision Competition,-1,0
LOYANT,DANKE !,-1,0
ETP,AEP OnSite Partners,-1,0
KCS ' s U. S.,Aflac U. S,-1,0
Plans,Insurance Companies,-1,0
Growth Markets,Global Lifestyle,-1,0
Global Traffic Technologies,Global Payments,-1,0
Venado Oil & Gas LLC,"Benton County Wind Farm, LLC",-1,0
11 Joe Gibbs Racing Toyota Camry,"( Comerica Bank, a Texas banking association, and Comerica Bank & Trust, National Association )",-1,0
Board of Directors Code of Ethics,Guidelines ( which includes our Directors ' Independence Standards ),-1,0
JUSTIN,MAINLINE,-1,0
Embedded Vision,Integrated Digital Enhanced Network,-1,0
Carquest ( r ),Carquest,-1,0
( Avirulent Live Culture ),EnduraLife ( tm ) Battery Technology,-1,0
Telecommunications Act of 1996,Anti-Drug Abuse Act of 1988,-1,0
Beijing Foton Cummins Engine Co.,Sojitz Corporation of America,-1,0
LLR & PBC,SCE / PG & E,-1,0
Navy ' s Columbia-class,EPA ' s Control,-1,0
North America Commercial P & C Insurance ( 41 percent of 2019 Consolidated NPE ),"Fortune Brands Home & Security, Inc. ' s Moen",-1,0
Medicare Clinical Laboratory Fee Schedule,Federal Health Care Program Regulations,-1,0
"Sherman Group Holdings, LLC","Elution Technologies, LLC",-1,0
United States Environmental Protection Agency,United States Federal Maritime Commission,-1,0
Abrams,Bradford Supply Hub,-1,0
European Economic Community Council Directive on,"( e. g., Medical Device Directive 93 / 42 / EE, Medical Device Regulation, and ISO 13485 )",-1,0
concept GmbH ( Germany ),DriverSide ( r ),-1,0
Ranger,Waterford 3,-1,0
CLL,ELG,-1,0
ISPS Code,SPEOS Road Library,-1,0
EXZACT,MATCO,-1,0
Healthcare Agency,Clean Energy Businesses,-1,0
Scholly Fiberoptic GmbH,Sealed Air Corporation,-1,0
Girls ' Cruise,Disney Movie Club,-1,0
AMI,SFI,-1,0
CBSN Bay Area,Cable Network Programming,-1,0
RDU,FDCs,-1,0
Open Book,Geek Squad,-1,0
CME Clearing,SEC ( including IHS Markit ),-1,0
Spectrum Purchase Agreement,Real Estate Settlement Procedures Act,-1,0
Liquidity Risk Management,Nielsen ' s Data Management Platform,-1,0
Westinghouse Electric Corporation,Esterline Technologies Corporation,-1,0
Spectrum Funds,Capital One Global Corporation,-1,0
The Ricoh Company Ltd.,American Standard Inc.,-1,0
Fleet Service,Seven Seas Voyager,-1,0
SS & C Technologies,WSJ Tech D-Live,-1,0
Tracking Stock,"Transource Energy, LLC ( Transource )",-1,0
"Refining, Marketing & Transportation Business",New Products Marketing and Planning,-1,0
Prime Time,DV-Prime,-1,0
dogadan,Trajenta,-1,0
Air Canada,American Eagle,-1,0
Trichomonas,Cryovac Mirabella ( r ),-1,0
Ovation,OraSure Technologies-with,-1,0
Boston Consulting Group,"PulteGroup, Inc.",-1,0
ATCO Electric,Borne Chemical,-1,0
WWE 2K,Mac Pro ( r ),-1,0
Garmin Pilot,Insitu ' s Scan Eagle,-1,0
National Research Council,Naval Health Research,-1,0
Ateva ( r ),Qrome ( r ),-1,0
S & P 500 Dividend Aristocrats ( r ) Index,Dermalex ( r ) Lactacyd ( r ) Wartner ( r ),-1,0
Mine Safety and Health Administration,Cyber Safety Insights Report,-1,0
Hong Kong Personal Data ( Privacy ) Ordinance,Twitter Privacy Center,-1,0
Powertrain,Combination Electric and,-1,0
W. R. Grace & Co.,T. Rowe Price International Ltd.,-1,0
Shanghai Gold,Orion Holdings,-1,0
"Verizon Communications, Inc.","ServiceNow, Inc.",-1,0
Global Atlantic,Global Business Lines,-1,0
AB Sciex,Syneron Medical Ltd.,-1,0
AB InBev,Invitrogen,-1,0
pibrentasvir,Prevacid ( r ),-1,0
Committee of Veterinary Medicines for the Americas,Classification Rules for Medical Devices,-1,0
Duke Clinical Research Institute,FMC Health and Nutrition,-1,0
Alaskan,Grand Gulf ( including depreciation at a specified rate and expenses incurred in a permanent shutdown of Grand Gulf ),-1,0
Medicare FFS,PPS Medicare,-1,0
ITW,ISV,-1,0
EVA Air,Argus WTI Houston CIF Rotterdam,-1,0
Maine ' s Act to Protect Privacy of Online,UK ' s Prudential Regulation Authority,-1,0
"Siliconware Precision Industries Co., Ltd.","Procore Technologies, Inc.",-1,0
"Proterra, Inc.","ServiceNow, Inc.",-1,0
BIIB094,CM-901,-1,0
Glossary of Common Terms,FTSE4Good Corporate Social Responsibility Index,-1,0
Katayama Nalco Inc,"SK hynix, Inc.",-1,0
Marine,Financial Institution Regulations,-1,0
LTIIPs,IPI,-1,0
Code of Ethics and Business Conduct,Fuel Systems and Functional Components,-1,0
Radar ( SABR ),( SLL ),-1,0
Based,Mixed-Signal Analog Integrated Circuit Market,-1,0
CalAtlantic,CleanLease ( Clean Lease Fortex ),-1,0
Force TriVerse,Elite T Ultra EDS System,-1,0
American Insurance Services Group,Terrorism Insurance Program,-1,0
Quick-Step,Hi-Cone,-1,0
United States Federal,non-United States,-1,0
"Tradebot Systems, Inc.","Alaska Airlines, Inc.",-1,0
Aflac Asset Management LLC,USAA ' s Investment Management Company,-1,0
CBS Television Network ' s Super Bowl LIII,Danaher Corporation ' s Leica Biosystems,-1,0
WSJ,LST,-1,0
Host L. P.,"Hospira, Inc.",-1,0
Power Public and Private Cloud Data Centers,Regulatory Data Protection,-1,0
Mississippi Public Service Commission,Biologics Price Competition and Innovation Act of 2009 ( the BPCI Act ),-1,0
Jack Daniel ' s Tennessee Honey,PharMEDium ' s Dayton,-1,0
Varex Imaging Corporation,Broadridge Corporate Issuer Solutions,-1,0
ASO,AEPSC,-1,0
555,Health Insurance Portability and Accountability Act of 1996 ( HIPAA ),-1,0
Pannar ( r ),Mimpara ( r ),-1,0
Global MSCI Real Estate Analytics Portal,Global Payment Solutions,-1,0
Environmental Health and Safety Laws,Environment and Climate Change Canada,-1,0
Hungama,Smartwool ( r ),-1,0
Kimpton,IPhone,-1,0
SM,FSM,-1,0
Controlling the Assault of Non-Solicited Pornography and Marketing Act,Federal Institute for Drugs and Medical Devices,-1,0
Integrated Delivery Systems,Vivera Retainers,-1,0
URAC,KPSC,-1,0
100 Causeway Street,Sara Lee Branded Apparel,-1,0
Skywalker Sound,Starwood Hotels,-1,0
Franklin Bissett,Berkley Net Underwriters,-1,0
SIFI,ERISA,-1,0
Co-Brand Agreement,CareCredit Dual Card,-1,0
"Teledyne DALSA, Inc.","FSM, Inc.",-1,0
Allegiant Air,Accenture plc,-1,0
Riddell Williams P. S,Boyce & Bynum Pathology Laboratories,-1,0
Sinopec International Petroleum Exploration and Production Corporation ( Sinopec ),American Tower Corporation ( American Tower ),-1,0
"Metropolitan Statistical Areas ( each, an "" MSA "", as defined by the U. S. Census Bureau )",Mexico-National Agency for Industrial Safety and Environmental Protection ( ASEA ),-1,0
Company,Department,-1,0
Our Way,Berkley Insurance Australia,-1,0
VaaS,Vestera,-1,0
( NIH Guidelines ),( D-SIBs ),-1,0
Catalyst SDMA Test,Field Safety Instruments,-1,0
"Furniture, Flooring & Textile Products","Peerless Clothing International, Inc",-1,0
Commercial Foods,Prudential Investments,-1,0
National Civil Rights Museum,National Association of States United for Aging and Disabilities,-1,0
Samsung Galaxy Note10 +,AMD Radeon ( tm ) VII,-1,0
Business Combination Agreement,Coal Supply Agreement,-1,0
Index Series,New Tech-500 + Benchmark,-1,0
Trade Reporting and Compliance Engine,Compensation and Management Development Committee,-1,0
SNAP Heartworm,SKY Packaging,-1,0
Wheatstone Project,Arconic Power and Propulsion,-1,0
Dapirolizumab,Capnostream,-1,0
Flextronics,Flowserve Corporation,-1,0
HR 3590 ( Affordable Care Act ),Federal Power Act,-1,0
Kansas State University,Whitworth University,-1,0
2015 Rule,The Oil & Gas Journal 2019 Worldwide Refinery Survey,-1,0
Department of Health and Human Services Office for Civil Rights,Health Care and Education Reconciliation Act,-1,0
"Orange and Rockland Utilities, Inc. ( O & R )","Lowe ' s Companies, Inc.",-1,0
Forage,Sara Lee North American Retail and Foodservice,-1,0
Freshfields Bruckhaus Deringer LLP,Boehringer Ingelheim ( BI ),-1,0
Volvo Penta AB,"Thoma Bravo, LLC",-1,0
HDX ( r ),HUPPE ( r ),-1,0
PULSAR Generator,PediaSure ( r ),-1,0
RF IDeas-provides RFID,Digital Services,-1,0
Royal Mail,Volvo Financial Services,-1,0
Health Care and Health Care IT Industry,Cigna HealthCare,-1,0
ESG Universal,FES Key Creditors Group,-1,0
3PLs,XLS-Medical Forte 5,-1,0
"Capitol Wholesale Meats, Inc.","Dell Technologies, Inc.",-1,0
GSI,SIC,-1,0
M Hydro ( r ),Powdura ( r ),-1,0
Cook Medical LLC,Corning Optical Communications,-1,0
Globally Harmonized System of Classification,The Health Care and Education Reconciliation Act of 2010,-1,0
Drilling Group,Global Products Group,-1,0
Quality System Regulation ( 21 CFR Part 820 ),System 1 ( r ),-1,0
ECB Single Supervisory Mechanism,Cybersecurity Requirements,-1,0
BCFP,FHLBs,-1,0
Totex,Canpotex,-1,0
SPTS,TLG Services,-1,0
Plant,Paola Products,-1,0
Computer Systems Engineering,Materials and Minerals Instruments,-1,0
CTV,CNBC World,-1,0
Uplight,FirstNet,-1,0
FedEx Home Delivery,FedEx Express and TNT Express,-1,0
Lilly Research Laboratories,GE Healthcare Systems,-1,0
The Parent Company,The Cincinnati Insurance Companies,-1,0
Japanese Pharmaceuticals and Medical Devices Agency ( PMDA ),New York Department of Financial Services ( NYDFS ),-1,0
SACROC,LANCET,-1,0
CECONY-Electric,ACNielsen AOC ( All Outlets Combined ),-1,0
Starbucks Coffee U. S.,Praxair U. S. South Region,-1,0
Berkley Technology Underwriters,Berkley Entertainment,-1,0
STARANE,PER SELLER,-1,0
( the Aetna Acquisition Date ),( see Note 12 to Consolidated Financial Statements ),-1,0
"CBRE Services, Inc.","Janrain, Inc.",-1,0
Alabama Power Company,Service Company,-1,0
KMedic,BrachyVision,-1,0
SCA,CAGR,-1,0
WealthBench,Agilent CrossLab Business,-1,0
Global Consumer Products and Foodservice,"Employers Dental Services, Inc.",-1,0
. net Registry Agreement,"Level 3 Parent, LLC",-1,0
ESPNEWS,SCE-Public,-1,0
U. S. West Division,U. S. Intelligence Community,-1,0
Energy ( r ),Astro ( r ),-1,0
( including bowl games and the College Football Playoff ),"( Latin America and parts of the Asia Pacific region, including Australia )",-1,0
Public Exchanges,ICAT Managers,-1,0
HP Networking,CBSN Streaming Services,-1,0
Schwab Managed Portfolios,"Columbia Management Investment Distributors, Inc.",-1,0
Year.,CTLT.,-1,0
Creditex Brokerage,American Credit Acceptance,-1,0
Solitaire,LitePoint Corporation,-1,0
Electrical,Industrial Automation,-1,0
Framework,Enterprise Risk Management Principles,-1,0
watchOS ( r ),Spectre ( r ) Simulator,-1,0
Pinnacle West Capital Corporation,The Dun & Bradstreet Corporation,-1,0
CSU Producer Resources,Pacificor ( formerly Kalama Export Company LLC ),-1,0
ITW Business Model,Threadneedle Asset Management Holdings,-1,0
Accounting Standards Codification Topic 810,Our Compensation and Leadership Development Committee,-1,0
MiRO Refinery,CMS Energy and Consumers,-1,0
Hanwha Group,Drilling Group of Schlumberger Limited,-1,0
The Harley-Davidson Foundation,McKesson Corporation,-1,0
"Ranir Global Holdings, LLC","TimePlus Systems, LLC ( formerly TimePlus, Inc. )",-1,0
Planet Color ( r ),Metalatex ( r ),-1,0
ADI,ACE,-1,0
Proskauer Rose LLP,Danaher Corporation ( Pall ),-1,0
Indian-based,International Division,-1,0
DuPont Crop Protection Business,Combustion Residuals Rule-The,-1,0
CheapTickets ( r ),Balance ( r ),-1,0
STING Agonist,Kraft Foods Ireland Intellectual Property Limited,-1,0
Luxury,Accurian,-1,0
Key,Revolution Maxima CT,-1,0
Crestone,"ConMed Linvatec, Inc. ( a subsidiary of CONMED Corporation )",-1,0
ASSOFERMA ( Italy ),AlphaLISA ( r ),-1,0
United Club,"Republic Industries, Inc. ( AutoNation )",-1,0
( General Data Protection Regulation ),Data Protection and Information Security,-1,0
CTO,Corporate Governance and Nominating Committee Charter,-1,0
AVIATION,UTILITY,-1,0
ARIAD Pharmaceuticals ( Luxembourg ) S.,Sankyo Pharmaceutical,-1,0
Santoflex,Havoline,-1,0
Fortinet Security Fabric,Credit Karma,-1,0
I-18,Z-Wave,-1,0
Empresa Electrica de Oriente,Spreadtrum Communications ( which is controlled by Tsinghua Unigroup ),-1,0
DICK ' S Sporting Goods Inc.,"KNF Neuberger, Inc.",-1,0
SABIC Innovative Plastics,Executive Health & Science Technologies,-1,0
Quasar TM,Tata Cummins Ltd.,-1,0
Veterans Administration ( VA ),Communications Workers of America ( CWA ),-1,0
Olefins and Polyolefins ( O & P ),Global Grooming ( Gillette ),-1,0
Mobile,Business Wireline,-1,0
"( except National Geographic, which is reported in Media Networks )",Arconic Inc. ( the new name for Alcoa Inc. ),-1,0
Credit for Reinsurance Model Law,Solvency Assessment Model Act,-1,0
Autodesk Product Design & Manufacturing Collection,Credit Risk Management and Decisioning department,-1,0
National Institute for Standards and Technologies,STERIS Applied Sterilization Technologies and Life Sciences,-1,0
Dow,"Corteva, Inc.",-1,0
FactSet Research Systems Inc.,"Procore Technologies, Inc.",-1,0
Hansen ' s Natural Soda ( r ),Manic Melon ( r ),-1,0
Ceratizit,Masonite Corporation,-1,0
Gelit,Vector,-1,0
The Baltimore and Ohio Railroad Company,"Osage Pipe Line Company, LLC",-1,0
Hawkeye Gas Facility,Power Generation Division of NEE,-1,0
Cincinnati Financial Corporation,The KeyW Holding Corporation,-1,0
NetApp ' s Cloud Data Services,Online Services Division,-1,0
( compared to our legacy SpyGlass System ),"People & Places Solutions ( formerly Buildings, Infrastructure and Advanced Facilities )",-1,0
"Helic, Inc. ( Helic )","Verily Ireland Limited ( collectively, Verily )",-1,0
"ADP Strategic Plan Services, LLC",American Towers LLC,-1,0
Health Net Oregon,Hollander Sleep Products LLC,-1,0
Magna International,Salvage Estimation Services,-1,0
AC,AMD Infinity Fabric,-1,0
Electronic Funds Transfer Act,Act on Investment Trusts and Investment Corporations,-1,0
Siemens Medical Solutions Diagnostics,Energy and Environmental Solutions and Display Business Groups,-1,0
and Governance,Brokerage and Investment Advisory Services,-1,0
British Pound,European Money Markets Institute Euribor,-1,0
NAIC ' s Accounting Practices and Procedures Manual,NAIC Big Data Working Group,-1,0
BT,Broadcom Limited,-1,0
Internet Address and Company SEC,International Insurance Regulation,-1,0
LIPA,PSEG,-1,0
Java Cloud,Advanced Technology and Intelligent Operations Centers,-1,0
BBB,MCBC,-1,0
Consumer Business Group,Financing Group,-1,0
North America Commercial P & C Insurance,First Penn-Pacific Life Insurance Company,-1,0
ResMed Inc.,"Cboe Exchange, Inc.",-1,0
Council Directive 93,Federal Reserve ' s Regulation W,-1,0
Schrock,Smucker ' s ( r ),-1,0
Hematology Division,Dematic Group,-1,0
Alaska Flight,Asian Food Channel,-1,0
"Aerospace, Defense and Government","Merchant, Banking and Capital Markets",-1,0
Records Management,Global Marketing and Consumer Solutions Group,-1,0
Medicaroid Inc.,"Imperva, Inc.",-1,0
Natural Gas-Alliant Energy,Noble Energy Inc,-1,0
Ibrance-Eliquis-Xeljanz-Enbrel ( outside the U. S. and Canada )-Chantix,Corillian ( r ) Business Online,-1,0
( IUI ),( PSC ),-1,0
Marin Clean Energy ( MCE ),Multiple Peril Crop Insurance ( MPCI ),-1,0
"Koch Industries, Inc.","Packet Host, Inc.",-1,0
Partners.,Principal Global Investors,-1,0
MBA,Asset Management,-1,0
PGIM Global Partners-operates,"Maxim Integrated Products, Inc. ( Maxim Integrated )",-1,0
WageWorks,Beverage Marketing Corporation,-1,0
CES,NEE,-1,0
"Investment, Risk and Reinsurance",WT Investment Advisors,-1,0
ADP Marketplace,ADI Merger,-1,0
BJC,SACROC,-1,0
CVN,"Con Edison Gas Pipeline and Storage, LLC ( CET Gas )",-1,0
Myasthenia Gravis ( MG ),Aranesp ( r ),-1,0
Cleartouch ( r ),Allegro ( r ),-1,0
RMP,PhRMA Code,-1,0
GIB,IGAM,-1,0
Westin South Coast Plaza,Starwood Hotels,-1,0
South Asia ( AMESA ),"West Texas Sour ( WTS ), or WTI Midland",-1,0
M270,PW1000G,-1,0
U. S. Bank Secrecy Act ( BSA ),U. S. Basel III Rules,-1,0
North American Electric Reliability Corporation ( NERC ),Houston Electric T & D ( CenterPoint Energy and Houston Electric ),-1,0
New,Heinz Holding Corporation,-1,0
AST,TRS,-1,0
Digital Realty Pillars,Agility Fuel Systems,-1,0
General Management Program,Global Data Center Business,-1,0
Diversey Care,Converse,-1,0
Company Boards,Board ( COB ),-1,0
Caffe Monster ( r ),Bovatec ( r ),-1,0
Data Security Incident,SPS Secure Business,-1,0
MCE,MFD,-1,0
AEC,AES Chivor,-1,0
Louisiana-jurisdictional,"( including the phase out of trust preferred securities from tier 1 capital for BHCs above a certain asset threshold, like KeyCorp )",-1,0
Tommy Hilfiger B. V.,Delta Airlines Inc. ( Delta ),-1,0
Process and Flow Technologies,Pumps and Solutions,-1,0
"( Science, Technology, Engineering, Arts and Math )","Ministry of Environment, Forest and Climate Change",-1,0
Hybris,Radiall,-1,0
Wall Hugger,Local Healthplans,-1,0
Colorado Coagulation,Colloidal Technologies Group,-1,0
NGF,GSI,-1,0
ICE Liquidity Indicators,Invisalign Treatment,-1,0
Rescue ( SE-SAR ),( IOT & E ),-1,0
"PFFJ, LLC","CCMP Capital Advisors, LLC",-1,0
Anti-CD20,JMR-TD,-1,0
Nucor ' s DRI,LCD ' s LaunchPad,-1,0
Oyster Creek,Old Entergy Louisiana,-1,0
AGGREGATES,STRENSIQ,-1,0
Duckback ( r ),Galaxy ( r ),-1,0
Vehicles ( ZEVs ),ROSA ( r ) Knee System,-1,0
Technology Award,Research and Rapid-Cycle Evaluation Group,-1,0
National Committee on Quality Assurance,Quest Diagnostics Quality Program System,-1,0
Shutterstock,Whirlpool Corporation,-1,0
User Objective System,Medicare Severity Diagnosis Related Group ( MS-DRG ),-1,0
"FedEx Custom Critical, Inc.","Computer Services, Inc.",-1,0
Trigeminal Neuralgia,PerkinElmer Signals TM Notebook,-1,0
Tesa-SE,Gearmatic,-1,0
Global Unique,Global Financial Institutions Group,-1,0
National Association of Real Estate Investment Trusts,National Union Fire Insurance Company,-1,0
Mayasa,Sara Lee Corporation,-1,0
RL Style Guide,ROSA ( r ) Knee System,-1,0
El Paso Corporation,AEP ' s Generation & Marketing,-1,0
"CBRE, Inc.","Marimba, Inc.",-1,0
Requirements for Pharmaceuticals for Human Use,Comprehensive Environmental Response and Compensation Liability Act,-1,0
Legacy-Marriott,Navigators Group,-1,0
MobileSafe,NortonLifeLock Cyber Safety Insights Report,-1,0
Non-Utility,National Account,-1,0
Laserline GmbH,Karl Storz,-1,0
Energy Partnerships Marine Well Containment Company ( MWCC ),Jordan Bromine Company Limited,-1,0
OPERATION,SUPERSOAKER,-1,0
Sustainability and Corporate Responsibility Committee,ReliabilityFirst Corporation,-1,0
Hitachi,Toshiba Memory Corporation ( presently known as Kioxia Corporation ),-1,0
Link Logistics,Synopsys TestMAXTM,-1,0
Accelon Series,Dollar Tree Plus !,-1,0
Easy Dental ( r ),Fresh Step ( r ),-1,0
Defense Advanced Research Products Agency,Environmental Protection Agency,-1,0
Goods,Global Sourcing,-1,0
Consumer Domestic,Consumer Product Safety Commission,-1,0
Macau Statistical Information,Pacificor ( formerly Kalama Export Company LLC ),-1,0
SRX,DXC Technology Company,-1,0
"Rawlings Sporting Goods Company, Inc.","Whole Foods Market, Inc.",-1,0
Psychiatric Institute of Washington,Citrix Analytics for Performance,-1,0
Prudential Capital Group,Global Products Group,-1,0
POWERCORE,DIRECTSENSE,-1,0
Disney-branded,NYMEX-based,-1,0
"Enbridge, Inc. ( Enbridge )","Arkray, Inc.",-1,0
Consumer Bank,Consumers ' Cross Winds ( r ) Energy Park,-1,0
European Money Markets Institute Euribor,Computershare Investment Program,-1,0
The Angel of Darkness,The Loud House,-1,0
Travelers Syndicate 5000,SVB Private Bank,-1,0
HIT,HDE,-1,0
FedEx Supply Chain,Federal Express Corporation,-1,0
Defense Contract Audit Agency,Foreign Corrupt Practices Act,-1,0
Distinctive Select,PetDetect,-1,0
Unum European Economic Area ( EEA ) Group,HBO Latin America Group ( HBO LAG ),-1,0
Henry Schein One,"Red Star Yeast Company, LLC",-1,0
ADM,AMPF Holding Corporation,-1,0
The Tattooist of Auschwitz,Threadneedle Asset Management Holdings,-1,0
